Date,Open,High,Low,Close,Volume,Adj Close
2016-05-04,133.00,134.30,131.15,131.55,91600,131.4392
2016-05-03,137.85,137.85,132.30,133.20,99200,133.0878
2016-05-02,139.20,139.80,136.55,137.30,80300,137.1844
2016-04-29,140.95,142.40,138.35,138.35,123400,138.2335
2016-04-28,140.15,142.30,138.80,141.85,124500,141.7305
2016-04-27,137.85,141.95,137.40,141.55,168200,141.4308
2016-04-26,134.75,137.50,134.10,136.35,109400,136.2352
2016-04-25,136.00,136.20,132.45,134.55,101100,134.4367
2016-04-22,134.60,138.95,131.40,136.65,265100,136.5349
2016-04-21,138.00,142.00,134.95,139.05,332200,138.9329
2016-04-20,128.15,136.10,128.15,135.10,275400,134.9862
2016-04-19,126.00,129.05,125.70,129.05,89700,128.9413
2016-04-18,122.85,126.30,122.00,125.30,68200,125.1945
2016-04-15,126.85,127.05,124.15,124.85,70100,124.7448
2016-04-14,126.90,128.30,124.25,128.30,122300,128.1919
2016-04-13,123.00,127.30,123.00,126.20,96200,126.0937
2016-04-12,122.50,123.20,120.10,121.50,91800,121.3977
2016-04-11,121.40,122.40,119.00,121.40,84600,121.2977
2016-04-08,120.30,123.90,120.15,120.35,104700,120.2486
2016-04-07,120.70,121.90,119.10,120.45,85900,120.3485
2016-04-06,121.00,121.70,117.65,120.25,101600,120.1487
2016-04-05,121.50,121.75,117.80,119.65,131600,119.5492
2016-04-04,123.80,124.50,121.80,123.65,70100,123.5459
2016-04-01,127.00,127.15,122.45,123.35,77100,123.2461
2016-03-31,127.65,128.85,126.20,127.55,65500,127.4426
2016-03-30,126.25,129.45,125.40,128.90,88500,128.7914
2016-03-29,126.75,128.90,124.30,125.80,89100,125.694
2016-03-28,126.45,126.45,126.45,126.45,000,126.3435
2016-03-25,126.45,126.45,126.45,126.45,000,126.3435
2016-03-24,128.80,130.00,126.45,126.45,84800,126.3435
2016-03-23,133.05,133.85,129.30,130.25,55900,130.1403
2016-03-22,130.35,133.55,128.00,133.55,91800,133.4375
2016-03-21,129.65,132.80,128.70,129.50,77100,129.3909
2016-03-18,130.40,131.45,129.25,129.95,150700,129.8405
2016-03-17,132.05,132.85,127.25,130.15,74600,130.0404
2016-03-16,128.85,130.70,128.45,130.70,134000,130.5899
2016-03-15,130.00,130.70,125.30,128.30,120000,128.1919
2016-03-14,131.60,134.55,130.45,132.40,101100,132.2885
2016-03-11,128.40,130.90,126.85,130.45,87200,130.3401
2016-03-10,129.90,132.45,125.25,125.25,134500,125.1445
2016-03-09,126.70,131.55,125.30,130.45,165200,130.3401
2016-03-08,133.60,134.10,129.35,130.30,142600,130.1903
2016-03-07,137.00,137.55,132.20,135.75,125600,135.6357
2016-03-04,134.85,139.35,134.85,138.50,164700,138.3833
2016-03-03,134.30,135.80,131.70,135.30,132200,135.186
2016-03-02,132.00,134.30,130.80,134.20,130400,134.087
2016-03-01,128.25,131.60,128.00,131.00,135900,130.8897
2016-02-29,120.10,128.80,119.10,128.80,189500,128.6915
2016-02-26,118.30,122.25,117.30,122.25,119000,122.147
2016-02-25,118.60,119.05,115.85,116.60,78200,116.5018
2016-02-24,120.95,121.25,113.65,117.00,170600,116.9015
2016-02-23,122.70,123.50,120.00,120.80,61500,120.6983
2016-02-22,119.50,123.80,119.50,122.95,114200,122.8464
2016-02-19,124.95,124.95,117.95,119.45,144600,119.3494
2016-02-18,124.25,126.80,122.55,125.15,145900,125.0446
2016-02-17,118.20,123.45,117.85,123.45,148700,123.346
2016-02-16,120.85,121.05,115.45,117.75,104100,117.6508
2016-02-15,114.25,119.15,113.80,118.65,149000,118.5501
2016-02-12,111.00,112.20,109.20,110.60,116100,110.5068
2016-02-11,111.00,111.00,106.65,108.95,150300,108.8582
2016-02-10,110.95,112.70,109.35,111.30,129200,111.2063
2016-02-09,112.85,113.25,107.10,109.50,175800,109.4078
2016-02-08,120.00,120.65,111.30,111.70,134100,111.6059
2016-02-05,115.00,121.35,114.40,118.85,169500,118.7499
2016-02-04,116.45,116.45,112.05,115.30,94600,115.2029
2016-02-03,117.10,117.20,113.20,113.95,134500,113.854
2016-02-02,120.10,120.10,117.20,117.65,87400,117.5509
2016-02-01,120.75,121.65,117.90,119.70,70400,119.5992
2016-01-29,123.40,123.80,118.90,120.60,123100,120.4984
2016-01-28,125.10,126.95,120.90,121.55,74400,121.4476
2016-01-27,124.50,126.15,122.40,126.15,69600,126.0437
2016-01-26,121.45,125.05,119.05,124.95,98900,124.8448
2016-01-25,127.00,127.00,122.20,123.00,84300,122.8964
2016-01-22,126.30,128.00,123.80,125.00,150200,124.8947
2016-01-21,115.70,122.60,115.35,122.40,217200,122.2969
2016-01-20,119.55,119.65,115.50,116.05,224400,115.9523
2016-01-19,119.15,122.65,118.80,121.75,213400,121.6475
2016-01-18,120.00,124.50,118.20,118.45,150100,118.3502
2016-01-15,127.00,127.90,119.80,120.35,194900,120.2486
2016-01-14,129.30,129.45,122.40,126.10,233400,125.9938
2016-01-13,131.50,132.75,129.70,129.95,167300,129.8405
2016-01-12,128.15,131.90,127.20,129.35,135200,129.2411
2016-01-11,128.00,130.35,126.35,126.75,193300,126.6432
2016-01-08,125.15,128.80,124.00,125.05,191800,124.9447
2016-01-07,126.10,126.25,120.60,123.55,227000,123.4459
2016-01-06,131.00,133.75,126.90,129.75,152400,129.6407
2016-01-05,137.50,137.60,128.70,130.10,317400,129.9904
2016-01-04,141.45,141.45,135.85,137.85,161400,137.7339
2016-01-01,142.30,142.30,142.30,142.30,000,142.1801
2015-12-31,142.30,142.30,142.30,142.30,000,142.1801
2015-12-30,144.20,144.20,142.30,142.30,37700,142.1801
2015-12-29,143.50,144.75,142.35,143.95,69500,143.8288
2015-12-28,144.00,144.65,142.25,142.60,107000,142.4799
2015-12-25,143.20,143.20,143.20,143.20,000,143.0794
2015-12-24,143.20,143.20,143.20,143.20,000,143.0794
2015-12-23,141.50,143.60,140.85,143.20,185600,143.0794
2015-12-22,141.30,141.95,139.40,141.00,111800,140.8812
2015-12-21,140.20,141.80,139.05,139.05,200600,138.9329
2015-12-18,139.50,140.80,137.75,140.20,232800,140.0819
2015-12-17,138.40,140.30,138.00,139.15,184800,139.0328
2015-12-16,135.25,136.30,132.45,134.90,115100,134.7864
2015-12-15,134.35,137.40,132.75,134.30,151700,134.1869
2015-12-14,138.35,138.95,131.55,131.70,175700,131.5891
2015-12-11,140.95,141.60,137.00,137.60,206800,137.4841
2015-12-10,142.80,143.75,137.00,139.60,291400,139.4824
2015-12-09,133.80,141.85,131.30,140.40,323900,140.2817
2015-12-08,136.60,137.30,130.65,132.50,187700,132.3884
2015-12-07,138.85,138.85,135.75,136.05,111000,135.9354
2015-12-04,137.40,139.75,136.40,137.30,184700,137.1844
2015-12-03,137.85,142.35,136.75,136.75,229400,136.6348
2015-12-02,140.15,140.80,133.50,137.85,240200,137.7339
2015-12-01,142.80,146.50,139.50,139.65,401800,139.5324
2015-11-30,135.00,141.30,132.75,141.30,377400,141.181
2015-11-27,135.00,135.25,131.45,134.25,147800,134.1369
2015-11-26,134.90,137.85,133.30,134.55,278300,134.4367
2015-11-25,129.00,130.70,125.05,130.45,306800,130.3401
2015-11-24,125.00,129.80,124.50,127.15,359100,127.0429
2015-11-23,120.30,124.65,120.30,124.65,129800,124.545
2015-11-20,125.10,125.45,122.55,123.90,167900,123.7956
2015-11-19,121.75,125.90,121.25,125.30,190800,125.1945
2015-11-18,117.05,120.60,116.75,120.00,104700,119.8989
2015-11-17,117.95,118.30,116.40,117.00,132300,116.9015
2015-11-16,119.75,121.30,116.45,116.80,128800,116.7016
2015-11-13,116.65,120.40,116.40,118.45,132200,118.3502
2015-11-12,118.95,118.95,115.10,117.20,148700,117.1013
2015-11-11,120.40,121.25,117.10,118.15,88400,118.0505
2015-11-10,120.80,120.80,117.70,119.75,119000,119.6491
2015-11-09,122.00,123.50,119.85,120.10,158100,119.9988
2015-11-06,121.45,123.15,120.25,121.90,201400,121.7973
2015-11-05,117.50,121.05,115.45,120.10,353400,119.9988
2015-11-04,116.80,119.95,114.85,117.15,428200,117.0513
2015-11-03,122.75,124.50,122.00,124.10,189100,123.9955
2015-11-02,126.30,127.50,124.05,126.75,166200,126.6432
2015-10-30,126.00,126.45,124.30,126.10,109400,125.9938
2015-10-29,125.75,125.90,123.50,125.40,162400,125.2944
2015-10-28,124.00,125.60,120.10,124.05,120100,123.9455
2015-10-27,125.85,126.45,121.65,121.80,146500,121.6974
2015-10-26,123.10,125.40,122.50,125.00,127900,124.8947
2015-10-23,126.00,126.30,121.85,121.85,297300,121.7474
2015-10-22,121.90,124.50,120.00,123.90,163800,123.7956
2015-10-21,117.50,119.95,116.55,119.95,144800,119.849
2015-10-20,118.00,118.65,115.30,116.25,169600,116.1521
2015-10-19,119.20,121.50,116.65,118.60,184600,118.5001
2015-10-16,125.00,125.20,119.00,121.20,376000,121.0979
2015-10-15,130.70,134.25,122.95,123.80,366400,123.6957
2015-10-14,128.20,135.60,125.15,128.60,586200,128.4917
2015-10-13,133.65,137.70,125.35,130.60,697900,130.49
2015-10-12,129.30,135.00,127.35,132.45,873400,132.3384
2015-10-09,118.50,133.75,115.80,125.90,1540300,125.794
2015-10-08,116.00,121.20,114.35,116.20,718000,116.1021
2015-10-07,109.05,117.70,108.90,114.90,777300,114.8032
2015-10-06,103.50,107.55,99.20,106.90,422300,106.81
2015-10-05,101.35,104.25,95.00,102.80,754700,102.7134
2015-10-02,105.85,106.30,100.00,101.15,588700,101.0648
2015-10-01,108.65,110.20,102.75,105.05,477700,104.9615
2015-09-30,108.30,109.50,104.00,104.95,416500,104.8616
2015-09-29,105.00,108.60,102.00,103.30,513700,103.213
2015-09-28,114.20,114.50,105.00,107.10,865400,107.0098
2015-09-25,123.00,123.50,112.40,115.55,880700,115.4527
2015-09-24,124.00,125.60,117.00,118.90,1542800,118.7999
2015-09-23,111.55,123.60,102.20,118.90,2381300,118.7999
2015-09-22,132.65,132.65,105.00,111.20,3058700,111.1063
2015-09-21,140.95,143.65,126.70,133.70,1496700,133.5874
2015-09-18,167.40,167.40,160.20,161.35,112700,161.2141
2015-09-17,168.20,169.05,167.00,167.40,60600,167.259
2015-09-16,168.45,169.40,166.25,167.50,58400,167.3589
2015-09-15,166.85,168.00,165.35,166.85,41800,166.7095
2015-09-14,166.20,168.30,163.90,165.50,31800,165.3606
2015-09-11,167.40,167.40,165.15,166.25,39100,166.11
2015-09-10,167.00,169.65,165.90,166.90,75500,166.7594
2015-09-09,169.45,172.15,169.20,169.60,106000,169.4572
2015-09-08,163.20,166.60,163.20,165.40,60400,165.2607
2015-09-07,162.15,162.65,161.05,161.15,23800,161.0143
2015-09-04,162.00,163.00,159.60,159.95,100200,159.8153
2015-09-03,160.85,165.45,160.85,164.40,72600,164.2615
2015-09-02,162.00,163.10,159.50,159.50,110500,159.3657
2015-09-01,164.85,164.95,160.85,161.95,88800,161.8136
2015-08-31,169.95,169.95,165.65,166.70,80400,166.5596
2015-08-28,172.00,172.05,168.30,170.50,59900,170.3564
2015-08-27,170.85,172.45,169.20,171.15,126300,171.0058
2015-08-26,166.05,168.40,162.80,165.95,128300,165.8102
2015-08-25,160.55,169.65,159.10,167.80,201700,167.6587
2015-08-24,159.85,163.30,152.55,158.55,321400,158.4165
2015-08-21,165.65,169.35,165.00,165.00,129100,164.861
2015-08-20,169.50,172.75,168.05,168.05,137000,167.9085
2015-08-19,174.75,175.40,171.00,171.00,120400,170.856
2015-08-18,177.75,178.50,175.20,175.20,81900,175.0524
2015-08-17,181.95,182.70,177.00,178.05,72000,177.90
2015-08-14,180.20,182.50,179.05,180.00,54000,179.8484
2015-08-13,181.50,182.90,179.50,180.45,102900,180.298
2015-08-12,183.85,183.90,177.65,177.75,195000,177.6003
2015-08-11,192.65,192.65,184.95,186.20,155700,186.0432
2015-08-10,193.40,194.15,190.05,194.15,62500,193.9865
2015-08-07,190.05,192.65,188.35,191.55,76000,191.3887
2015-08-06,192.00,194.25,189.50,190.00,78000,189.84
2015-08-05,187.90,192.90,187.15,192.40,125800,192.2379
2015-08-04,185.90,186.95,183.85,186.00,82000,185.8433
2015-08-03,184.35,185.75,180.85,185.75,87700,185.5935
2015-07-31,185.40,185.95,182.55,184.05,98300,183.895
2015-07-30,186.65,186.65,183.90,185.55,73600,185.3937
2015-07-29,193.35,193.40,183.80,185.90,214800,185.7434
2015-07-28,186.50,190.60,186.35,190.60,124000,190.4395
2015-07-27,189.45,190.35,185.10,185.45,91300,185.2938
2015-07-24,197.70,197.70,189.50,189.55,95600,189.3904
2015-07-23,199.35,199.80,196.40,198.50,93600,198.3328
2015-07-22,198.25,198.25,194.50,196.10,78700,195.9348
2015-07-21,201.10,202.25,197.85,198.90,66700,198.7325
2015-07-20,202.90,203.00,199.00,201.00,85000,200.8307
2015-07-17,204.70,204.70,201.85,202.70,81600,202.5293
2015-07-16,201.40,205.25,198.30,203.15,99800,202.9789
2015-07-15,200.70,200.70,197.40,199.15,96300,198.9823
2015-07-14,204.90,204.90,198.50,201.50,101600,201.3303
2015-07-13,205.90,209.40,204.00,205.75,83800,205.5767
2015-07-10,209.25,209.25,201.95,203.40,110500,203.2287
2015-07-09,199.75,205.00,199.60,203.45,69000,203.2786
2015-07-08,202.55,202.95,197.20,197.50,128900,197.3337
2015-07-07,208.55,209.15,202.40,202.95,85100,202.7791
2015-07-06,207.40,210.10,206.75,208.25,48400,208.0746
2015-07-03,212.75,212.75,209.60,210.80,32300,210.6225
2015-07-02,216.20,216.20,210.85,211.45,54400,211.2719
2015-07-01,210.30,216.30,208.70,214.65,101500,214.4692
2015-06-30,208.85,211.55,205.85,207.55,96100,207.3752
2015-06-29,207.55,213.40,203.85,209.40,102000,209.2236
2015-06-26,216.50,218.70,214.05,217.35,49400,217.1669
2015-06-25,213.05,217.85,212.50,215.95,43000,215.7681
2015-06-24,218.45,218.50,213.10,215.75,63900,215.5683
2015-06-23,216.95,219.90,215.95,218.35,80100,218.1661
2015-06-22,211.85,215.85,211.30,215.45,79000,215.2685
2015-06-19,208.00,209.70,205.40,206.35,75300,206.1762
2015-06-18,205.35,206.35,201.40,205.75,105400,205.5767
2015-06-17,209.45,209.65,204.30,206.20,68400,206.0263
2015-06-16,207.00,208.85,204.15,208.15,55600,207.9747
2015-06-15,209.20,209.90,205.30,207.65,64900,207.4751
2015-06-12,214.35,217.00,209.45,212.20,63100,212.0213
2015-06-11,213.10,217.45,213.10,215.30,62000,215.1187
2015-06-10,209.50,215.35,207.25,214.85,93300,214.669
2015-06-09,209.75,210.60,205.05,208.55,103800,208.3743
2015-06-08,213.00,214.45,208.80,209.80,82600,209.6233
2015-06-05,215.40,215.45,211.75,213.30,56600,213.1203
2015-06-04,216.00,217.80,212.15,215.50,52600,215.3185
2015-06-03,215.70,220.05,214.40,216.25,78600,216.0679
2015-06-02,220.75,220.75,214.25,215.35,73300,215.1686
2015-06-01,221.90,222.35,217.05,219.55,62300,219.3651
2015-05-29,225.40,226.00,219.50,219.50,535100,219.3151
2015-05-28,228.00,228.05,222.40,223.95,62900,223.7614
2015-05-27,226.50,228.95,224.00,228.05,71200,227.8579
2015-05-26,230.50,232.85,224.80,226.25,77500,226.0594
2015-05-25,229.55,229.55,229.55,229.55,000,229.3567
2015-05-22,228.20,230.00,227.15,229.55,43400,229.3567
2015-05-21,231.45,231.60,226.55,229.60,63200,229.4066
2015-05-20,232.20,233.40,229.95,231.85,58700,231.6547
2015-05-19,225.95,233.00,225.65,232.75,94000,232.554
2015-05-18,218.15,224.00,215.50,223.05,94300,222.8621
2015-05-15,222.80,222.85,214.00,215.30,79400,215.1187
2015-05-14,216.90,220.95,213.10,220.95,61200,220.7639
2015-05-13,220.85,222.35,216.60,218.15,110300,217.9663
2015-05-12,225.05,225.20,217.55,218.35,125400,218.1661
2015-05-11,224.05,225.60,223.85,225.35,81200,225.1602
2015-05-08,223.60,226.05,220.45,225.35,97400,225.1602
2015-05-07,215.50,222.50,215.50,220.60,92900,220.4142
2015-05-06,221.50,222.90,213.05,217.60,103500,217.4167
2015-05-05,227.00,231.90,224.55,225.10,75400,220.1144
2015-05-04,229.00,230.05,224.25,227.45,50700,222.4124
2015-05-01,227.30,227.30,227.30,227.30,000,222.2657
2015-04-30,228.00,229.70,224.30,227.30,78900,222.2657
2015-04-29,241.00,241.10,227.50,227.90,104400,222.8524
2015-04-28,240.40,244.00,234.90,236.45,132100,231.2131
2015-04-27,242.00,243.90,236.50,241.50,171600,236.1512
2015-04-24,227.90,231.35,226.55,231.20,105100,226.0793
2015-04-23,227.40,227.75,221.80,226.10,100900,221.0923
2015-04-22,225.75,228.40,223.55,225.85,82900,220.8478
2015-04-21,228.90,229.90,224.05,225.70,85600,220.7012
2015-04-20,229.65,232.05,226.30,227.25,89700,222.2168
2015-04-17,232.70,237.10,227.85,228.60,95200,223.5369
2015-04-16,238.35,238.35,231.45,232.75,78900,227.595
2015-04-15,240.00,240.35,236.10,236.55,88800,231.3108
2015-04-14,240.45,240.45,236.80,239.35,85800,234.0488
2015-04-13,240.00,242.40,239.80,240.15,58400,234.8311
2015-04-10,243.90,245.30,241.65,244.80,85400,239.3781
2015-04-09,240.00,242.60,239.15,242.00,53200,236.6401
2015-04-08,238.45,239.60,234.20,238.35,74900,233.071
2015-04-07,240.15,240.75,236.85,238.00,45000,232.7287
2015-04-06,237.80,237.80,237.80,237.80,000,232.5332
2015-04-03,237.80,237.80,237.80,237.80,000,232.5332
2015-04-02,239.35,239.50,236.25,237.80,43500,232.5332
2015-04-01,238.90,240.85,236.90,238.95,82400,233.6577
2015-03-31,241.85,242.00,237.30,240.05,82000,234.7333
2015-03-30,236.40,241.70,236.30,241.70,57900,236.3468
2015-03-27,236.15,239.00,232.55,235.90,83900,230.6752
2015-03-26,230.10,235.25,228.25,235.25,106500,230.0396
2015-03-25,237.45,239.70,234.40,235.10,67400,229.893
2015-03-24,233.00,237.60,228.25,237.00,124500,231.7509
2015-03-23,240.10,242.20,232.60,234.00,100000,228.8173
2015-03-20,241.25,245.35,239.10,242.30,105000,236.9335
2015-03-19,239.65,241.55,236.55,239.95,126700,234.6355
2015-03-18,249.00,249.95,236.10,239.15,188900,233.8533
2015-03-17,252.10,254.50,244.40,247.50,209100,242.0183
2015-03-16,243.00,248.20,242.30,247.55,104500,242.0672
2015-03-13,238.00,240.70,235.40,240.70,114400,235.3689
2015-03-12,237.50,238.20,233.20,235.75,103100,230.5286
2015-03-11,228.45,237.90,228.35,237.45,122100,232.1909
2015-03-10,228.00,228.35,223.50,227.30,86200,222.2657
2015-03-09,226.40,227.60,223.70,227.60,84100,222.5591
2015-03-06,223.20,227.90,223.05,227.00,67100,221.9724
2015-03-05,222.00,223.40,219.95,223.20,70300,218.2565
2015-03-04,220.05,221.10,214.65,220.50,92700,215.6163
2015-03-03,225.50,225.55,218.55,219.45,71800,214.5896
2015-03-02,223.70,226.10,222.35,224.85,117600,219.87
2015-02-27,220.00,223.00,208.30,221.35,178200,216.4475
2015-02-26,216.50,220.35,216.50,219.05,91900,214.1984
2015-02-25,219.50,220.35,216.55,218.20,42900,213.3673
2015-02-24,221.10,222.00,218.50,220.40,47800,215.5185
2015-02-23,220.50,222.65,220.50,222.15,67500,217.2298
2015-02-20,217.15,220.50,217.15,218.80,74800,213.954
2015-02-19,213.00,218.65,212.00,217.70,107200,212.8783
2015-02-18,209.60,213.15,209.60,213.05,79800,208.3313
2015-02-17,208.00,209.65,205.45,209.10,65000,204.4688
2015-02-16,211.45,211.45,208.60,209.30,51200,204.6644
2015-02-13,211.70,212.40,208.60,209.70,96200,205.0555
2015-02-12,208.65,212.10,207.85,212.00,87800,207.3046
2015-02-11,205.50,207.80,205.05,207.80,44700,203.1976
2015-02-10,204.75,207.40,201.70,207.40,65700,202.8065
2015-02-09,209.40,209.40,203.90,204.75,71500,200.2152
2015-02-06,209.70,211.90,207.55,211.70,62300,207.0112
2015-02-05,206.80,211.80,206.60,209.70,78800,205.0555
2015-02-04,206.25,208.45,205.60,208.30,64800,203.6865
2015-02-03,203.35,208.85,202.90,206.65,100900,202.0731
2015-02-02,198.35,202.25,198.35,202.20,96300,197.7216
2015-01-30,203.00,203.00,196.95,197.15,126100,192.7835
2015-01-29,201.00,203.10,200.00,202.25,72100,197.7705
2015-01-28,199.90,201.85,197.80,201.85,86600,197.3794
2015-01-27,201.00,201.70,197.80,199.15,84800,194.7392
2015-01-26,196.20,201.95,193.80,201.30,111900,196.8416
2015-01-23,195.00,201.05,195.00,199.70,134200,195.277
2015-01-22,189.95,195.40,189.75,194.50,116500,190.1922
2015-01-21,188.75,190.00,185.90,189.95,100500,185.7429
2015-01-20,188.95,189.35,187.70,189.10,64000,184.9118
